ENST00000624081.1	8472	4.998630114560779	934.8475995064107
ENST00000623960.4	44081	26.008571067038915	1826.3163448521111
ENST00000623188.1	14159	8.354060881971915	579.740519220813
ENST00000701545.1	0	0.0	0.0
ENST00000620528.5	49103	28.97164005137841	2408.4828374244257
ENST00000617716.4	228903	135.05682591044686	5677.5191655644385
ENST00000623998.1	11600	6.844205539294739	834.9646869946005
ENST00000623753.1	11035	6.510845528113573	583.0956052403343
ENST00000624261.1	4066	2.3990120450665873	707.2559095125553
ENST00000624859.3	4126	2.43441310820087	728.2121173200329
ENST00000623227.1	2812	1.6591298255600697	564.137988969762
ENST00000619252.4	68568	40.456334949858764	1106.4526569811499
ENST00000623449.3	101310	59.774695102237075	1636.7660214194161
ENST00000623436.3	36350	21.447144082186533	579.4176437170481
ENST00000624627.3	80960	47.76783452252604	1271.7740820693832
ENST00000624368.3	123724	72.99935225376744	2087.6044456007617
ENST00000623914.3	124276	73.32504203460284	1198.5524540619642
ENST00000624516.1	32116	18.94900906034395	580.1368233274333
ENST00000624412.3	66540	39.259779015919996	1119.2456314941414
ENST00000622939.3	97619	57.59693970175975	1671.0264506719202
ENST00000623050.1	43916	25.911218143419635	1025.2935321074565
ENST00000624444.1	5909	3.486414701007984	356.5935052682811
ENST00000623887.1	5881	3.469894204878652	572.3064827442936
ENST00000611026.1	4241	2.502265145874913	401.9057413869118
ENST00000610788.1	0	0.0	0.0
ENST00000624506.1	0	0.0	0.0
ENST00000623587.1	1618	0.9546486691878352	525.6875931651075
ENST00000623723.1	2150	1.2685380956451457	517.1374217876664
ENST00000464664.3	0	0.0	0.0
ENST00000623928.1	0	0.0	0.0
ENST00000624561.1	24375	14.381681898302523	900.7692533071855
ENST00000624872.1	14765	8.711611619628176	1239.7341140782942
ENST00000613488.3	82032	48.4003335171919	3826.71833627387
ENST00000671789.1	0	0.0	0.0
ENST00000616522.1	0	0.0	0.0
ENST00000621924.4	70011	41.30773051823828	1077.4336972335814
ENST00000619488.1	6016	3.549546596930789	570.1167036509459
ENST00000617746.4	41320	24.379532145142985	661.1039982954954
ENST00000624446.1	36469	21.517356190736194	587.135892565384
ENST00000623405.3	41732	24.62261944533173	673.0617895014551
ENST00000623575.3	36986	21.822395351409934	628.6157381941504
ENST00000623506.1	40316	23.787154355362645	685.0941607489027
ENST00000624484.1	23148	13.657730157206434	3105.4411453402536
ENST00000623377.1	10549	6.2240969167258795	1643.1090065274236
ENST00000688828.2	5280	3.115293555816916	804.7774621071858
ENST00000688458.1	41352	24.398412712147937	699.3353792750498
ENST00000692898.1	17754	10.475174581434379	908.1996342495561
ENST00000689306.1	46744	27.57978825248218	790.9770635678037
ENST00000692318.1	5191	3.062781978834396	1036.4744429219616
ENST00000624576.3	87159	51.4253543620164	1224.9381725981705
ENST00000623738.3	44840	26.456394515687595	686.3412072453783
ENST00000701070.1	5085	3.0002401006304957	892.6629278876808
ENST00000623989.4	2543	1.5004150591747003	446.55210094485125
ENST00000701260.1	36141	21.323830378935444	1345.0974817974798
ENST00000692046.2	17603	10.386081905879767	904.7109674111294
ENST00000692237.1	41141	24.27391897345904	697.2459060567312
ENST00000689354.1	22981	13.559197198149345	1181.629385459638
ENST00000624165.1	75923	44.79591527240297	1100.9072320570897
ENST00000624847.1	13081	7.718021780992628	1402.2568642791841
ENST00000615262.1	0	0.0	0.0
ENST00000398168.6	183536	108.28949205689649	4782.048666676815
ENST00000610664.5	41822	24.675721040033153	1687.1134308787882
